time,TEMP_DAILY_MIN,TEMP_DAILY_MAX,PRECIP_mm-d,PRECIP_mm-h,PRECIP_mm-min,PRECIP_mm-s
1950-08-25 00:00:00,3.1499435,20.23033894,1.4579096,0.0607462333333333,0.00101243722222222,1.68739537037037E-05
1950-08-26 00:00:00,10.11423732,20.34661024,2.0481921,0.0853413375,0.001422355625,2.37059270833333E-05
1950-08-27 00:00:00,9.50915254,24.9750847,0.38677966,0.0161158191666667,0.000268596986111111,4.47661643518519E-06
1950-08-28 00:00:00,9.77310734,27.72587571,0.06079096,0.00253295666666667,4.22159444444444E-05,7.03599074074074E-07
1950-08-29 00:00:00,12.19548024,27.23892659,0.56361582,0.0234839925,0.000391399875,0.00000652333125
1950-08-30 00:00:00,10.28299434,29.32254235,0.06531073,0.00272128041666667,4.53546736111111E-05,7.55911226851852E-07
1950-08-31 00:00:00,10.33949153,28.43813558,0,0,0,0
1950-09-01 00:00:00,10.19966102,29.91050845,0,0,0,0
1950-09-02 00:00:00,9.980113,32.53587582,0,0,0,0
1950-09-03 00:00:00,8.09327685,28.09689263,0,0,0,0
1950-09-04 00:00:00,7.63514125,28.35983053,0,0,0,0
1950-09-05 00:00:00,11.33248589,30.22519769,0,0,0,0
